"","Days to Ship Actual","Sales Forecast","Ship Status","Days to Ship Scheduled","Category","City","Country","Customer Name","Discount","Number of Records","Order Date","Order ID","Postal Code","Product Name","Profit","Quantity","Region","Sales","Segment","Ship Date","Ship Mode","State","Sub-Category"
"9500",2,"$102","Shipped Late",1,"Office Supplies","Greenwood","United States","Adam Bellavance","0.00%",1,2017-02-11,"CA-2017-118213",46142,"Strathmore Photo Mount Cards","$31",10,"Central","$68","Home Office","42927","First Class","Indiana","Paper"
"9501",4,"$40","Shipped Early",6,"Furniture","Milwaukee","United States","Chris McAfee","0.00%",1,2016-02-05,"CA-2016-149237",53209,"Nu-Dell Float Frame 11 x 14 1/2","$11",3,"Central","$27","Consumer","5/30/2016","Standard Class","Wisconsin","Furnishings"
"9502",4,"$48","Shipped Early",6,"Furniture","San Francisco","United States","Kelly Williams","0.00%",1,2015-02-11,"US-2015-158589",94109,"Dana Swing-Arm Lamps","$8",3,"West","$32","Consumer","11/24/2015","Standard Class","California","Furnishings"
"9503",7,"$48","Shipped Late",6,"Office Supplies","Rome","United States","Michael Moore","0.00%",1,2016-02-04,"CA-2016-101329",13440,"Barrel Sharpener","$8",9,"East","$32","Consumer","4/29/2016","Standard Class","New York","Art"
"9504",7,"$4","Shipped Late",6,"Office Supplies","Rome","United States","Michael Moore","0.00%",1,2016-02-04,"CA-2016-101329",13440,"Newell 32","$1",1,"East","$3","Consumer","4/29/2016","Standard Class","New York","Art"
"9505",4,"$1,635","Shipped Early",6,"Technology","New York City","United States","Pauline Webber","0.00%",1,2016-02-10,"CA-2016-113607",10009,"Motorola L703CM","$273",7,"East","$1,092","Corporate","10/18/2016","Standard Class","New York","Phones"
"9506",4,"$168","Shipped Early",6,"Office Supplies","New York City","United States","Pauline Webber","0.00%",1,2016-02-10,"CA-2016-113607",10009,"Xerox 1908","$55",2,"East","$112","Corporate","10/18/2016","Standard Class","New York","Paper"
"9507",2,"$40","Shipped Early",3,"Office Supplies","Dearborn Heights","United States","Ruben Dartt","0.00%",1,2014-02-04,"CA-2014-149104",48127,"Stanley Contemporary Battery Pencil Sharpeners","$7",2,"Central","$27","Consumer","41824","Second Class","Michigan","Art"
"9508",2,"$60","Shipped Early",3,"Office Supplies","Dearborn Heights","United States","Ruben Dartt","0.00%",1,2014-02-04,"CA-2014-149104",48127,"Fellowes Twister Kit, Gray/Clear, 3/pkg","$18",5,"Central","$40","Consumer","41824","Second Class","Michigan","Binders"
"9509",2,"$21","Shipped Early",3,"Office Supplies","Dearborn Heights","United States","Ruben Dartt","0.00%",1,2014-02-04,"CA-2014-149104",48127,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","$5",3,"Central","$14","Consumer","41824","Second Class","Michigan","Art"
"9510",2,"$1,033","Shipped Early",3,"Office Supplies","Dearborn Heights","United States","Ruben Dartt","0.00%",1,2014-02-04,"CA-2014-149104",48127,"Space Solutions HD Industrial Steel Shelving.","$21",6,"Central","$690","Consumer","41824","Second Class","Michigan","Storage"
"9511",5,"$57","Shipped Early",6,"Office Supplies","New York City","United States","Liz MacKendrick","0.00%",1,2016-02-08,"CA-2016-105263",10024,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","$16",9,"East","$38","Consumer","42682","Standard Class","New York","Art"
"9512",2,"$14","Shipped Late",1,"Office Supplies","Chicago","United States","Cari Sayre","80.00%",1,2014-02-12,"CA-2014-130575",60623,"GBC VeloBind Cover Sets","-$14",3,"Central","$9","Corporate","12/16/2014","First Class","Illinois","Binders"
"9513",4,"$307","Shipped Late",3,"Furniture","Dallas","United States","Kean Thornton","32.00%",1,2017-02-05,"CA-2017-142461",75217,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","-$6",1,"Central","$205","Consumer","42800","Second Class","Texas","Bookcases"
"9514",5,"$2,471","Shipped Early",6,"Technology","Appleton","United States","Bobby Elias","0.00%",1,2016-02-10,"CA-2016-125220",54915,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System","$544",5,"Central","$1,650","Consumer","10/19/2016","Standard Class","Wisconsin","Accessories"
"9515",4,"$136","Shipped Early",6,"Office Supplies","Jacksonville","United States","Neil Französisch","20.00%",1,2014-02-03,"CA-2014-100293",32216,"Xerox 1887","$32",6,"South","$91","Home Office","3/18/2014","Standard Class","Florida","Paper"
"9516",7,"$81","Shipped Late",6,"Office Supplies","Chicago","United States","Delfina Latchford","20.00%",1,2014-02-02,"CA-2014-154165",60653,"Staples in misc. colors","$9",14,"Central","$54","Consumer","2/24/2014","Standard Class","Illinois","Art"
"9517",2,"$40","Shipped Early",3,"Technology","Bowling Green","United States","Maurice Satty","40.00%",1,2015-02-08,"CA-2015-123939",43402,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","$4",3,"East","$27","Consumer","8/26/2015","Second Class","Ohio","Phones"
"9518",2,"$10","Shipped Early",3,"Office Supplies","Bowling Green","United States","Maurice Satty","20.00%",1,2015-02-08,"CA-2015-123939",43402,"Avery 474","$3",3,"East","$7","Consumer","8/26/2015","Second Class","Ohio","Labels"
"9519",2,"$652","Shipped Early",3,"Office Supplies","Bowling Green","United States","Maurice Satty","20.00%",1,2015-02-08,"CA-2015-123939",43402,"Adjustable Depth Letter/Legal Cart","$49",3,"East","$436","Consumer","8/26/2015","Second Class","Ohio","Storage"
"9520",4,"$121","Shipped Late",3,"Office Supplies","San Francisco","United States","Michelle Moray","0.00%",1,2017-02-05,"US-2017-104451",94110,"Fellowes Mighty 8 Compact Surge Protector","$23",4,"West","$81","Consumer","43074","Second Class","California","Appliances"
"9521",5,"$139","Shipped Early",6,"Office Supplies","Los Angeles","United States","Jennifer Braxton","0.00%",1,2016-02-02,"CA-2016-101189",90049,"Safco Commercial Shelving","$4",2,"West","$93","Corporate","42615","Standard Class","California","Storage"
"9522",6,"$485","Shipped On Time",6,"Technology","Chicago","United States","Speros Goranitis","20.00%",1,2014-02-12,"CA-2014-169446",60623,"RCA ViSYS 25425RE1 Corded phone","$36",3,"Central","$324","Consumer","12/25/2014","Standard Class","Illinois","Phones"
"9523",6,"$23","Shipped On Time",6,"Office Supplies","Chicago","United States","Speros Goranitis","20.00%",1,2014-02-12,"CA-2014-169446",60623,"Xerox 229","$5",3,"Central","$16","Consumer","12/25/2014","Standard Class","Illinois","Paper"
"9524",6,"$49","Shipped On Time",6,"Office Supplies","Chicago","United States","Speros Goranitis","20.00%",1,2014-02-12,"CA-2014-169446",60623,"Rogers Jumbo File, Granite","-$8",3,"Central","$33","Consumer","12/25/2014","Standard Class","Illinois","Storage"
"9525",1,"$126","Shipped On Time",1,"Office Supplies","Seattle","United States","Patrick Bzostek","20.00%",1,2017-02-12,"CA-2017-156958",98115,"GBC Premium Transparent Covers with Diagonal Lined Pattern","$29",5,"West","$84","Home Office","42898","First Class","Washington","Binders"
"9526",1,"$299","Shipped On Time",1,"Furniture","Seattle","United States","Patrick Bzostek","0.00%",1,2017-02-12,"CA-2017-156958",98115,"Eldon Radial Chair Mat for Low to Medium Pile Carpets","$40",5,"West","$200","Home Office","42898","First Class","Washington","Furnishings"
"9527",1,"$47","Shipped On Time",1,"Technology","Seattle","United States","Patrick Bzostek","20.00%",1,2017-02-12,"CA-2017-156958",98115,"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","-$7",3,"West","$31","Home Office","42898","First Class","Washington","Phones"
"9528",1,"$259","Shipped On Time",1,"Office Supplies","Seattle","United States","Patrick Bzostek","20.00%",1,2017-02-12,"CA-2017-156958",98115,"GBC VeloBinder Manual Binding System","$60",6,"West","$173","Home Office","42898","First Class","Washington","Binders"
"9529",1,"$14","Shipped On Time",1,"Office Supplies","Seattle","United States","Patrick Bzostek","20.00%",1,2017-02-12,"CA-2017-156958",98115,"Fellowes Black Plastic Comb Bindings","$3",2,"West","$9","Home Office","42898","First Class","Washington","Binders"
"9530",1,"$19","Shipped Late",0,"Office Supplies","Beaumont","United States","Ann Chong","20.00%",1,2017-02-03,"CA-2017-101637",77705,"Iris Project Case","$1",2,"Central","$13","Corporate","3/25/2017","Same Day","Texas","Storage"
"9531",4,"$79","Shipped Early",6,"Office Supplies","Seattle","United States","Mathew Reese","0.00%",1,2017-02-07,"CA-2017-111759",98103,"Easy-staple paper","$24",2,"West","$53","Home Office","43076","Standard Class","Washington","Paper"
"9532",5,"$83","Shipped Early",6,"Office Supplies","Dallas","United States","Benjamin Farhat","20.00%",1,2017-02-10,"CA-2017-102729",75217,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","$6",2,"Central","$56","Home Office","10/31/2017","Standard Class","Texas","Storage"
"9533",4,"$640","Shipped Early",6,"Furniture","New York City","United States","Ben Wallace","10.00%",1,2016-02-10,"CA-2016-116596",10011,"Metal Folding Chairs, Beige, 4/Carton","$81",14,"East","$428","Consumer","10/31/2016","Standard Class","New York","Chairs"
"9534",4,"$61","Shipped Early",6,"Office Supplies","New York City","United States","Ben Wallace","0.00%",1,2016-02-10,"CA-2016-116596",10011,"Advantus Push Pins, Aluminum Head","$13",7,"East","$41","Consumer","10/31/2016","Standard Class","New York","Fasteners"
"9535",4,"$50","Shipped Early",6,"Office Supplies","New York City","United States","Ben Wallace","0.00%",1,2016-02-10,"CA-2016-116596",10011,"Rogers Profile Extra Capacity Storage Tub","$1",2,"East","$33","Consumer","10/31/2016","Standard Class","New York","Storage"
"9536",4,"$15","Shipped Early",6,"Office Supplies","New York City","United States","Ben Wallace","20.00%",1,2016-02-10,"CA-2016-116596",10011,"Prestige Round Ring Binders","$3",2,"East","$10","Consumer","10/31/2016","Standard Class","New York","Binders"
"9537",2,"$13","Shipped Early",3,"Furniture","Chicago","United States","Troy Staebel","60.00%",1,2017-02-06,"CA-2017-124191",60610,"Eldon Expressions Wood Desk Accessories, Oak","-$7",3,"Central","$9","Consumer","6/14/2017","Second Class","Illinois","Furnishings"
"9538",2,"$715","Shipped Late",1,"Furniture","San Francisco","United States","Aaron Smayling","15.00%",1,2016-02-09,"CA-2016-148747",94110,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","$84",2,"West","$478","Corporate","9/27/2016","First Class","California","Bookcases"
"9539",2,"$25","Shipped Late",1,"Office Supplies","Providence","United States","Allen Armold","0.00%",1,2017-02-09,"US-2017-169488",2908,"Avoid Verbal Orders Carbonless Minifold Book","$8",5,"East","$17","Consumer","42987","First Class","Rhode Island","Paper"
"9540",2,"$60","Shipped Late",1,"Office Supplies","Providence","United States","Allen Armold","0.00%",1,2017-02-09,"US-2017-169488",2908,"Xerox 191","$19",2,"East","$40","Consumer","42987","First Class","Rhode Island","Paper"
"9541",5,"$287","Shipped Late",3,"Furniture","Phoenix","United States","Paul Stevenson","20.00%",1,2015-02-05,"CA-2015-135727",85023,"Global Chrome Stack Chair","$17",7,"West","$192","Home Office","5/16/2015","Second Class","Arizona","Chairs"
"9542",4,"$53","Shipped Early",6,"Office Supplies","Houston","United States","Rachel Payne","20.00%",1,2015-02-08,"CA-2015-135251",77095,"Avery 505","$13",3,"Central","$36","Corporate","42285","Standard Class","Texas","Labels"
"9543",4,"$9","Shipped Early",6,"Office Supplies","Houston","United States","Rachel Payne","80.00%",1,2015-02-08,"CA-2015-135251",77095,"Avery Hole Reinforcements","-$10",5,"Central","$6","Corporate","42285","Standard Class","Texas","Binders"
"9544",4,"$85","Shipped Early",6,"Office Supplies","Houston","United States","Rachel Payne","20.00%",1,2015-02-08,"CA-2015-135251",77095,"Xerox 1906","$19",2,"Central","$57","Corporate","42285","Standard Class","Texas","Paper"
"9545",4,"$553","Shipped Early",6,"Furniture","Houston","United States","Rachel Payne","32.00%",1,2015-02-08,"CA-2015-135251",77095,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak","-$114",3,"Central","$369","Corporate","42285","Standard Class","Texas","Bookcases"
"9546",4,"$3","Shipped Early",6,"Technology","Columbus","United States","Noah Childs","0.00%",1,2014-02-10,"CA-2014-166590",47201,"Maxell 4.7GB DVD+R 5/Pack","$1",2,"Central","$2","Corporate","41681","Standard Class","Indiana","Accessories"
"9547",4,"$114","Shipped Early",6,"Office Supplies","Columbus","United States","Noah Childs","0.00%",1,2014-02-10,"CA-2014-166590",47201,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","$36",2,"Central","$76","Corporate","41681","Standard Class","Indiana","Paper"
"9548",2,"$10","Shipped Early",3,"Office Supplies","Philadelphia","United States","Stewart Carmichael","20.00%",1,2016-02-06,"CA-2016-131744",19134,"Xerox 1900","$2",2,"East","$7","Corporate","6/20/2016","Second Class","Pennsylvania","Paper"
"9549",2,"$7","Shipped Early",3,"Office Supplies","Philadelphia","United States","Stewart Carmichael","70.00%",1,2016-02-06,"CA-2016-131744",19134,"DXL Angle-View Binders with Locking Rings by Samsill","-$4",2,"East","$5","Corporate","6/20/2016","Second Class","Pennsylvania","Binders"
"9550",2,"$679","Shipped Early",3,"Office Supplies","Philadelphia","United States","Stewart Carmichael","20.00%",1,2016-02-06,"CA-2016-131744",19134,"Harmony Air Purifier","$91",3,"East","$454","Corporate","6/20/2016","Second Class","Pennsylvania","Appliances"
"9551",3,"$21","Shipped Late",1,"Office Supplies","San Jose","United States","Nicole Fjeld","20.00%",1,2015-02-05,"CA-2015-160864",95123,"Avery Binding System Hidden Tab Executive Style Index Sets","$5",3,"West","$14","Home Office","42160","First Class","California","Binders"
"9552",4,"$865","Shipped Early",6,"Office Supplies","Philadelphia","United States","Sam Craven","20.00%",1,2015-02-11,"CA-2015-147690",19140,"Iceberg Mobile Mega Data/Printer Cart","$43",6,"East","$578","Consumer","11/14/2015","Standard Class","Pennsylvania","Storage"
"9553",4,"$228","Shipped Early",6,"Technology","Springfield","United States","Brendan Dodson","0.00%",1,2015-02-05,"CA-2015-163923",22153,"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","$36",4,"South","$152","Home Office","42069","Standard Class","Virginia","Accessories"
"9554",5,"$102","Shipped Early",6,"Furniture","Broomfield","United States","Suzanne McNair","20.00%",1,2016-02-09,"CA-2016-125724",80020,"Aluminum Document Frame","$9",7,"West","$68","Corporate","9/27/2016","Standard Class","Colorado","Furnishings"
"9555",4,"$107","Shipped Early",6,"Furniture","Columbus","United States","Eugene Barchas","20.00%",1,2015-02-11,"CA-2015-111612",43229,"Seth Thomas 13 1/2"" Wall Clock","$10",5,"East","$71","Consumer","42047","Standard Class","Ohio","Furnishings"
"9556",4,"$5","Shipped Early",6,"Office Supplies","Columbus","United States","Eugene Barchas","20.00%",1,2015-02-11,"CA-2015-111612",43229,"Staples","$1",2,"East","$3","Consumer","42047","Standard Class","Ohio","Fasteners"
"9557",2,"$277","Shipped Early",3,"Office Supplies","Concord","United States","Harold Pawlan","0.00%",1,2015-02-12,"CA-2015-156853",3301,"Xerox 1935","$85",7,"East","$185","Home Office","42136","Second Class","New Hampshire","Paper"
"9558",2,"$8","Shipped Early",3,"Furniture","Houston","United States","Evan Bailliet","60.00%",1,2014-02-10,"CA-2014-103086",77095,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs","-$2",2,"Central","$5","Consumer","10/19/2014","Second Class","Texas","Furnishings"
"9559",2,"$198","Shipped Late",1,"Technology","Newark","United States","Susan MacKendrick","20.00%",1,2016-02-05,"CA-2016-129280",43055,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","$35",5,"East","$133","Consumer","42495","First Class","Ohio","Accessories"
"9560",2,"$293","Shipped Late",1,"Office Supplies","Newark","United States","Susan MacKendrick","20.00%",1,2016-02-05,"CA-2016-129280",43055,"Tennsco Industrial Shelving","-$44",5,"East","$196","Consumer","42495","First Class","Ohio","Storage"
"9561",2,"$78","Shipped Late",1,"Furniture","Newark","United States","Susan MacKendrick","20.00%",1,2016-02-05,"CA-2016-129280",43055,"Computer Room Manger, 14""","$10",2,"East","$52","Consumer","42495","First Class","Ohio","Furnishings"
"9562",2,"$647","Shipped Late",1,"Technology","Newark","United States","Susan MacKendrick","20.00%",1,2016-02-05,"CA-2016-129280",43055,"Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)","-$76",3,"East","$432","Consumer","42495","First Class","Ohio","Accessories"
"9563",2,"$337","Shipped Late",1,"Technology","Newark","United States","Susan MacKendrick","70.00%",1,2016-02-05,"CA-2016-129280",43055,"Cisco 8961 IP Phone Charcoal","-$165",3,"East","$225","Consumer","42495","First Class","Ohio","Machines"
"9564",2,"$9","Shipped Late",1,"Office Supplies","Newark","United States","Susan MacKendrick","20.00%",1,2016-02-05,"CA-2016-129280",43055,"Avery 496","$2",2,"East","$6","Consumer","42495","First Class","Ohio","Labels"
"9565",7,"$18","Shipped Late",6,"Office Supplies","Los Angeles","United States","Catherine Glotzbach","0.00%",1,2015-02-06,"CA-2015-161242",90045,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","$6",2,"West","$12","Home Office","42222","Standard Class","California","Paper"
